t,x,y,z
0,1.0,0.0,-0.0
300,-0.9962816354877644,-0.0007956287594777,-0.0004010718399577
600,0.9959552985246534,-0.0008438381926022,0.0003494115369164
900,-0.991673359186796,0.00253224444638,-0.0044769562837013
1200,0.9844803454807824,-0.00286118515251,0.0069205971555705
1500,-0.9837190956510204,-0.0021955218013335,0.0019479710196999
1800,0.9776839478717616,0.0077983053850257,-0.0007641228353909
2100,-0.9718468778478756,0.0054011987842739,-0.0049345912823765
2400,0.966483734440868,-0.0129792004915751,-0.0014364727567191
2700,-0.967709151129056,-0.0047330429886191,0.0061204421843747
3000,0.9690199632364268,0.0075755470300124,0.0026521614151771
3300,-0.9543446269348268,-0.0090836582356576,-0.0207370690367021
3600,0.9617955708071276,-0.011220224557408,-0.0034795424585089
3900,-0.961096546023388,0.0127409113070872,0.0011687563641095
4200,0.9656143936601812,0.0064238848697408,0.0092960593284223
4500,-0.9649438328813312,-0.0030340357921715,-0.0115450948246958
4800,0.966821440822371,0.0060875097233515,-0.0111546851977085
5100,-0.9650873711522596,0.0222323051113156,0.0055096496462433
5400,0.9649273582141938,0.0040781963432265,0.0094909695447838
5700,-0.9686064188449304,-0.0036406468821714,0.0045047842753995
6000,0.9637798538832778,0.0064935025043847,-0.0066521663316996
6300,-0.9643836363677024,0.00974545535366,-0.0004745774981399
6600,0.9592632993958448,-0.0069425756075402,-0.0029646799955016
6900,-0.9630031608899364,0.0018479021766526,0.0105617866544235
7200,0.9601142575421892,0.0016208283315633,0.000424638030585
7500,-0.9589291562832118,-0.0013137839412685,-0.0083479096928614
7800,0.9638018870116624,-0.0058691272937369,-1.6364101208679693e-05
8100,-0.95491698471311,0.0042776101207654,-0.0004010154152222
8400,0.956168924077023,-0.0116951219089763,0.0048435222207438
8700,-0.9444330675390382,-0.0050477995923121,0.0003612197302564
9000,0.941419657626628,-0.0070921971521328,-0.0001325085387524
9300,-0.9343133076787316,0.002069686236683,-0.0078370144209446
9600,0.9201965659155018,-0.0104549810664637,0.0022433955068027
9900,-0.9340339647541668,0.0088347307032993,-0.0001064176511998
10200,0.933572565157202,0.0029882652433651,0.0171962822785759
10500,-0.935830472978273,-0.0028011860626653,-0.0184050805005338
10800,0.9328015279713764,-0.0084769879033481,-0.0150427654754745
11100,-0.940376633411133,0.026096249475703,0.0173157643302656
11400,0.938342115783838,0.0098864222674673,0.0123240002088087
11700,-0.931283108872608,-0.0067775850575945,-0.0096485948609166
12000,0.9347702526082994,-0.0015015209732463,-0.0108043330632402
12300,-0.9280707196333772,0.021916179884271,0.0021936078072471
12600,0.939491664002612,-0.0147925975659996,-0.0003274667056159
12900,-0.940886064499419,-0.0085443767402838,0.0184768973635181
13200,0.9336495390601318,0.0057311830978954,-0.0076482248958982
13500,-0.929763410968925,0.0081167701538533,-0.0138133405975347
13800,0.9194384500523688,-0.0160831246572615,0.0013963151159829
14100,-0.9300236247960002,0.0019853139928557,0.0110419176340071
14400,0.9170232382762418,0.0025293296280818,0.0050800488175134
14700,-0.9238097140777018,-0.0012627998006567,-0.0034689340275606
15000,0.9240193827677492,-0.0068066609275611,-0.0003160771994798
15300,-0.9185741658732944,0.0102489714926257,-0.0098173168053977
15600,0.913548766032921,0.0022720665037086,0.0110990510535608
15900,-0.901576352426595,0.0036354280363098,0.0046633729096744
16200,0.906829713353248,0.0011117424799047,0.0040005571563972
16500,-0.8914931900754548,0.0054023205640143,-0.0057714301515398
16800,0.9005722365558756,-0.0106645107661868,-0.0071507507383665
17100,-0.8936593105206041,0.0041494608556385,-0.0061772443457599
17400,0.8927548680861285,-0.0058742260337074,0.0238844980051952
17700,-0.8865506227665698,-0.0022837255184498,-0.0036081874925444
18000,0.8807345793738585,0.0076150529619624,-0.0081753435637469
18300,-0.8979608482870313,0.0228482836898402,0.0023161527277439
18600,0.8856672280094307,-0.0125155922945169,0.0115871477934353
18900,-0.8939868173553406,-0.0265791746688657,-0.0027006569608137
19200,0.8930973782836568,-0.011591961732471,-0.0123197126690431
19500,-0.8970504774031377,0.0268540729577528,-0.0124735732611174
19800,0.8969248255188396,0.008815536332373,0.0062071648735649
20100,-0.8956695566630755,-0.0074752919979538,0.0022117008877406
20400,0.8971783307384442,-0.0144691503033718,0.0006630657995115
20700,-0.8826030806897108,-0.0085850068370701,-0.0087259770414762
21000,0.8946564942639775,-0.0128700930580665,-0.0083138219625274
21300,-0.8758206251369417,0.0137522157990202,0.0046547048619037
21600,0.8782631636186312,0.0119047338093631,0.0097928344441305
21900,-0.8739395195048122,-0.0080389398939492,-0.0136473121992498
22200,0.8660852317482691,-0.0290244711753867,-0.0054023464354716
22500,-0.8729167265321768,-0.0040763472122263,0.0096326009023172
22800,0.8493015983052505,0.0084838549707987,0.0033641754834097
23100,-0.8639008862103855,0.0152727580266888,-0.0082629271992446
23400,0.846270926174513,0.0022457895865106,0.009328507079066
23700,-0.8448397182721524,0.0054896166543133,-0.0028726234690932
24000,0.8428455785137713,-0.0067135150160804,-0.0091761997809936
24300,-0.8470628575390765,-0.0020675489097867,0.0107487092414294
24600,0.8547915300183009,0.0093793013659317,0.0053789098208846
24900,-0.8334593814912207,-0.0024182364725504,-0.0127863605647792
25200,0.8404767372604297,0.0015338056719132,-0.0095507247754781
25500,-0.8363349271391467,0.0067736845545854,0.0013668211454154
25800,0.8341712239200233,0.0005451674492373,0.0012382185104698
26100,-0.8277179851462897,-0.0050684374664865,0.006588129653419
26400,0.8243810365325135,0.009723880137931,-0.0035046872552
26700,-0.8300104794286105,0.0034148841725849,0.0031276318044255
27000,0.8211834702736602,-0.0023379662911761,0.0027651983790963
27300,-0.8252507083963667,-0.0021106429394453,0.0078412119821162
27600,0.8276771702185993,0.0043274895275371,-6.986013195176694e-05
27900,-0.8248741183898122,-0.00984674332607,-0.0158922060353954
28200,0.8301925634622067,-0.0027898035441072,0.0150429948512725
28500,-0.8130975163149378,-0.0125286183791533,-0.0020355133114811
28800,0.8239611461129935,0.0005637770549235,0.0084855306921525
29100,-0.809472865876795,0.0093444012467117,-0.0024151541897263
29400,0.8288926062570084,0.0330981113406024,0.002942246392745
29700,-0.8151566149816957,0.0104426214919605,-0.0207229278065372
30000,0.8148851897083078,-0.0189155382597954,0.0052834328572331
30300,-0.8261381518678815,-0.0162770762626356,0.0273299660512779
30600,0.8094578491478865,0.0195348061190748,-0.0094151092008779
30900,-0.8171325421348933,0.0055993171441728,-0.0098442464071651
31200,0.8016477684448672,-0.0066698986120962,0.0087098023749118
31500,-0.8103429630816888,-0.0149733274416317,0.0045152038871175
31800,0.8023291336484106,-0.0078513301196662,0.0076245331738985
32100,-0.7886674667546368,-0.0239546230885315,0.0077229382945058
32400,0.8001983894982255,0.0063155554648883,-0.0110501114886586
32700,-0.7980373072905955,-0.0001938288733059,-0.0093494477803142
33000,0.8145636935232217,-0.0018316219377315,0.0307664296976089
33300,-0.8010221571926557,-0.0169670454999065,-0.0192982875700649
33600,0.8068147924190437,-0.0057063348663348,-0.0141378776902112
33900,-0.8075276935996071,0.0128853433065484,0.0140994000502829
34200,0.8085005741026373,0.0100558457175258,0.0130124720318554
34500,-0.8081322184967593,-0.0045893794479157,-0.0229618808660968
34800,0.8085401498168078,-0.0119796505757418,0.0062665084741317
35100,-0.8182287584223856,0.0010976905336095,0.005130199739003
35400,0.8097211340029878,0.0149667318945112,-0.0266626966791776
35700,-0.8227728705551718,0.0229626031074049,0.0061649862978235
36000,0.8108831190132942,-0.0050848185093678,0.0248416120580189
36300,-0.8196124459853092,-0.018291746602908,0.0004572478476774
36600,0.8253142794738318,-0.002859561578988,-0.0170166677917042
36900,-0.8142641655496854,0.0167905421083548,0.0149592692654273
37200,0.8258796499273018,0.0117616752887493,-1.5188874815008436e-05
37500,-0.8134106998109493,0.0029334558721636,-0.0101665559273237
37800,0.8191765491914061,-0.0070711239012436,0.0048991498733167
38100,-0.8134628711014026,-0.0063786698799819,0.0127880083406265
38400,0.8085397004396795,-0.0084855312392749,-0.011351597623304
38700,-0.8066068582661595,0.0218473477284249,0.0031552646679734
39000,0.7952594333539909,-0.0073449136648893,0.0162032494789859
39300,-0.7980534887972295,-0.0144062192079154,-0.0168978435746168
39600,0.7857545171965122,-0.0099788489478279,-0.0113757488814156
39900,-0.7918585678599234,0.0104078563209583,0.0091856137941398
